0.7516395622	lan
0.7496818372	ccd
0.7493271289	uv
0.7491821239	lte
0.7490680485	pc
0.7457552921	gnss
0.7435646004	mimo
0.7433916807	rssi
0.7402265492	dc
0.7401916269	ccw
0.7389184570	psr
0.7386404102	poi
0.7385124487	usb
0.7384933050	rtk
0.7376271844	vy
0.7376026323	vtol
0.7370440227	ir
0.7365458452	mems
0.7364775397	rgb
0.7360956376	s1
0.7358879900	msg
0.7350858511	cw
0.7344309657	rom
0.7341789020	dvd
0.7326184305	esc
0.7323192153	bs
0.7322901603	airframe
0.7322654896	rfid
0.7315356400	orthogonal
0.7311749842	svm
0.7310663575	uuv
0.7307599324	auv
0.7304333615	acoustic
0.7300895781	pi
0.7298592380	airship
0.7295779854	sqn
0.7292448338	ram
0.7286348384	modification
0.7285274897	tg
0.7283673236	rand
0.7280685225	ref
0.7270697117	r1
0.7269886210	hash
0.7266788692	ai
0.7258753728	pid
0.7255997037	imsi
0.7253728874	modem
0.7253642059	internet
0.7252454880	mw
0.7250746859	ran
0.7249874403	ra
0.7244877983	fc
0.7241777087	aka
0.7238839489	hd
0.7238192868	division
0.7237630021	redistributing
0.7231306446	iot
0.7229343969	rf
0.7228720327	virtual
0.7228180089	haps
0.7228121066	smartphone
0.7225816906	constellation
0.7223497157	smart
0.7223323843	ik
0.7219036332	earth
0.7213011227	scr
0.7212329799	os
0.7211449304	pwm
0.7208248155	maximum
0.7207575389	gimbal
0.7207501911	p2
0.7205851524	airflow
0.7203413195	fov
0.7195578105	lcd
0.7194399569	airplane
0.7193116079	co2
0.7191763964	jp
0.7184410351	applicable
0.7182520739	airport
0.7179084756	gravity
0.7178777400	agc
0.7178255153	future
0.7176608772	supervision
0.7174589008	ieee
0.7174212622	ku
0.7170832682	fisheye
0.7166427960	general
0.7161865605	cloud
0.7161845402	chinese
0.7161824778	steel
0.7150259868	reinitialization
0.7149381207	verification
0.7148534451	street
0.7147793281	vr
0.7147498627	workstation
0.7147235064	single
0.7142540671	conditional
0.7139031952	warning
0.7137477757	cpu
0.7136356803	patent
0.7136111378	rx
0.7135428105	d1
0.7132555884	ip
0.7132390716	moon
0.7130659741	computing
0.7130299721	cd
0.7127752047	microwave
0.7127627650	ic
0.7126962775	gamma
0.7125026574	s3
0.7124955378	s2
0.7124756693	mit
0.7123493800	λ
0.7122352013	public
0.7121810955	file
0.7121701665	surveying
0.7120354555	dsp
0.7112465806	rpas
0.7112216764	clause
0.7111604446	drawings
0.7111011650	middle
0.7109374386	dataset
0.7108768951	ck
0.7108642558	coax
0.7108579566	elevation
0.7108189471	hz
0.7105121281	regular
0.7104318856	mach
0.7104087940	police
0.7103549449	exemplary
0.7100909994	wan
0.7100615380	rotorcraft
0.7098767713	console
0.7097035341	x̂
0.7091684579	pneumatic
0.7091248858	restraining
0.7089487686	reference
0.7088474333	qr
0.7087938542	faster
0.7087698454	cmos
0.7086299576	basic
0.7079600470	p1
0.7079528151	hybrid
0.7078637930	vps
0.7078361035	fluid
0.7077989778	wr
0.7076673609	lighting
0.7076263386	uas
0.7075269326	shared
0.7074461455	m2
0.7073574902	ecu
0.7073154674	ge
0.7072811823	pitch
0.7071712793	actuation
0.7071263263	fusion
0.7070723553	propulsion
0.7068224519	app
0.7067067007	navigator
0.7066466505	fpga
0.7065587705	eeprom
0.7065435062	geospatial
0.7061474756	cs
0.7060258828	das
0.7059980918	zoom
0.7059387257	earth's
0.7059007391	journal
0.7058699896	ad
0.7058273191	telecommunications
0.7055721202	communicating
0.7054189153	crt
0.7052849270	park
0.7052678516	original
0.7050128020	float
0.7046896132	submarine
0.7046353284	mars
0.7045483550	ethernet
0.7044700916	summary
0.7043907848	literature
0.7041479485	north
0.7040523842	η
0.7040407859	introduction
0.7040316530	tracker
0.7039012037	living
0.7038853534	fiducial
0.7037664995	mold
0.7036995024	definition
0.7035959221	rise
0.7035909546	cooking
0.7035896644	suitable
0.7034137185	optical
0.7033170655	δ
0.7032926721	dot
0.7032543261	pilot
0.7031163815	mac
0.7030347101	asic
0.7029405096	prom
0.7028925859	tangential
0.7028636630	selecting
0.7028586144	t2
0.7028493276	identity
0.7027133756	recognizing
0.7026264740	rdi
0.7025328972	repeater
0.7022850918	windows
0.7022850918	plain
0.7021420389	office
0.7020165627	default
0.7019268149	advance
0.7018961705	foc
0.7018435484	r6
0.7017955265	smoke
0.7017730047	total
0.7017539059	inventor
0.7016969643	iru
0.7015152777	underframe
0.7015021650	voltage
0.7014419350	po
0.7013526960	km
0.7012624428	li
0.7012187154	marine
0.7011308612	list
0.7009606106	agency
0.7009489549	t1
0.7009415604	figures
0.7007087575	advanced
0.7006668564	led
0.7004870977	msg1
0.7003738885	broadcasting
0.7002380640	helicopter
0.7001141426	description
0.7000448285	climate
0.6995466471	coherent
0.6994424966	modelling
0.6994390711	throttle
0.6993554593	modular
0.6991886505	multi
0.6990138227	primary
0.6989906053	final
0.6986049134	embodiment
0.6984032248	ts
0.6983815768	wearable
0.6983734610	airbags
0.6983570436	lithium
0.6983353939	imu
0.6983231410	sp
0.6982990073	markers
0.6982716412	figs
0.6981325857	prepare
0.6980339167	xmac
0.6980200756	enu
0.6980127813	digital
0.6979685302	inflator
0.6979250374	piston
0.6978991748	packet
0.6978758979	registration
0.6978661732	purpose
0.6976816528	civil
0.6976783852	payload
0.6976586484	arbitrary
0.6974440278	crc
0.6974440278	xres
0.6974342803	ci
0.6972207046	amp
0.6971443326	international
0.6971180955	modern
0.6970362772	passenger
0.6969253596	drone
0.6968020485	protective
0.6966811349	log
0.6966662299	timestamp
0.6965883297	dose
0.6965551375	priority
0.6962975732	science
0.6962901543	scanner
0.6962396709	outdoor
0.6960922885	ssr
0.6960194611	countermeasures
0.6959679342	rudder
0.6957860979	robotic
0.6957104227	preset
0.6956220723	mixer
0.6955964181	related
0.6955436034	cn
0.6954967396	actual
0.6954737405	h2
0.6954682996	human
0.6953891303	university
0.6952418647	vessel
0.6952255468	constraint
0.6952172148	kalman
0.6952118789	router
0.6951440098	tea
0.6951299603	convert
0.6951006765	φ
0.6949980529	miniature
0.6949540615	planetary
0.6949279700	liability
0.6947902898	longitudinal
0.6947588747	p6
0.6947283191	silica
0.6947086160	map
0.6945410723	effects
0.6945323858	comparing
0.6943830387	lane
0.6943514517	separating
0.6942573578	lookup
0.6940889577	doppler
0.6939561238	tail
0.6939469155	recognition
0.6939148312	host
0.6938795837	mining
0.6937895922	newtons
0.6937432200	theory
0.6937016094	laboratory
0.6935244283	flag
0.6935230679	ratchet
0.6934210446	detailed
0.6933507842	preferred
0.6933168381	pesticide
0.6932485580	monomer
0.6932250322	central
0.6932181393	gis
0.6931932474	pod
0.6931079596	pm
0.6930884284	autonomous
0.6930776545	pulsed
0.6930260331	reinforcement
0.6929996802	false
0.6929251141	cap
0.6928820202	nn
0.6928592520	powering
0.6928253394	recording
0.6922759344	stereo
0.6922671733	act
0.6922359202	country
0.6922103452	extinguishing
0.6921901045	segmentation
0.6920962309	pcb
0.6920876227	sd
0.6920580258	cnc
0.6920431768	electrochemical
0.6920269674	precise
0.6919785706	electromagnet
0.6919079661	d2
0.6919042230	collapsible
0.6918866823	roll
0.6917604396	compass
0.6914820495	equations
0.6914691570	fitting
0.6911942912	steps
0.6911599510	downlink
0.6911199776	vision
0.6910777717	wifi
0.6910145116	linear
0.6909196911	atm
0.6909074852	deformation
0.6908240269	dual
0.6907838989	serial
0.6902760837	ue
0.6901876021	amphibious
0.6901759114	book
0.6901754733	variations
0.6901463649	pixel
0.6901201876	analyzing
0.6900229321	capturing
0.6899572729	history
0.6899276287	physical
0.6898920375	γ
0.6898384822	flowchart
0.6896881229	specification
0.6896391983	wave
0.6896385979	equation
0.6896027225	cat
0.6895835979	coal
0.6895591502	ids
0.6893960091	interaction
0.6893884337	ac
0.6893874641	flash
0.6893265183	hapss
0.6893139448	man
0.6892356972	lidar
0.6891690878	bulk
0.6891328031	spherical
0.6890907357	λp
0.6890797636	calculation
0.6890569130	evaluate
0.6889473056	gps
0.6888995207	note
0.6888812829	auxiliary
0.6887924140	factors
0.6887645296	government
0.6887598866	differential
0.6887491748	atmospheric
0.6886897099	multicopter
0.6886548835	similar
0.6885327795	tx
0.6884953302	raise
0.6884224878	organic
0.6883810296	start
0.6883184206	society
0.6882188976	transform
0.6881816267	av
0.6881705103	prediction
0.6881685524	access
0.6880795752	ducted
0.6880337483	continuation
0.6880075190	al
0.6879813255	electron
0.6879794149	fiber
0.6879756243	eprom
0.6879577351	cellular
0.6878641551	development
0.6877337177	suction
0.6876532786	mcu
0.6875231092	figure
0.6874966976	typical
0.6874948858	electrostatic
0.6874416068	uwb
0.6873171276	11e
0.6872519001	endurance
0.6872365205	queue
0.6872285358	geofence
0.6871327268	caterpillar
0.6870670929	kp
0.6870071121	triangulation
0.6869399143	world
0.6869280183	larger
0.6869270633	presentation
0.6868619317	foldable
0.6868322763	electromagnetic
0.6867110152	evaluating
0.6867038693	sms
0.6866387359	transceiver
0.6866343275	absorption
0.6866107125	infusion
0.6865744870	isr
0.6864663174	icing
0.6864399144	invention
0.6863379595	ua
0.6863276315	publication
0.6863224519	semi
0.6863146528	electronic
0.6862691497	optimization
0.6862554910	options
0.6861838142	create
0.6861550012	tuesday
0.6861236613	morphological
0.6859479837	hall
0.6859022611	alvarez
0.6858581007	normotopia
0.6858536435	s104
0.6858452273	database
0.6857206024	hr
0.6854179921	mk
0.6853835543	runaway
0.6853457870	implement
0.6852492016	embedded
0.6851258703	rental
0.6849940622	analog
0.6849437297	delta
0.6848647027	snap
0.6848137570	wideband
0.6847983240	weighting
0.6847782214	links
0.6847524003	s4
0.6846480302	radio
0.6846439537	laser
0.6846021693	service
0.6844998866	technical
0.6844253212	insert
0.6844196247	gpu
0.6843654717	standard
0.6843349850	weighted
0.6842273372	aerodynamic
0.6840441054	cluster
0.6838597085	geometric
0.6837213913	airbag
0.6836770902	centre
0.6836687674	usim
0.6835093933	railway
0.6834836809	telescopic
0.6834657124	individual
0.6834494790	local
0.6834168664	reactor
0.6833924329	industrial
0.6830686388	deformable
0.6830558206	s20
0.6830398687	transparent
